,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Giá,Loại tin,Loại BDS,Chính chủ,Pháp lý,DT,Chiều ngang,Chiều dài,Số lầu,Số phòng ngủ,Hướng,Đường trước nhà,Phòng ăn,Nhà bếp,Sân thượng,Chổ để xe hơi
5489,Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Hồ Chí Minh,"4,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,30 m,"3,65m","8,05m",2,2,_,5m,Y,Y,Y,Y
5490,Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh,"7,7 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,112 m,"4,2m",26m,1,3,_,12m,Y,Y,Y,Y
5491,Đường Tây Sơn, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh,3 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,35 m,3m,12m,1,2,_,6m,Y,Y,Y,---
5492,Đường Huỳnh Văn Bánh, Phường 10, Quận Phú Nhuận, Hồ Chí Minh,"3,4 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,16 m,"4,5m","3,5m",3,2,_,5m,Y,Y,Y,---
5493,Đường Âu Cơ, Phường 10, Quận Tân Bình, Hồ Chí Minh,"3,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,26 m,"3,5m","8,2m",2,2,_,3m,Y,Y,Y,---
5494,Đường Nguyễn Văn Săng, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,4 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,30 m,"3,8m",8m,2,2,_,4m,Y,Y,Y,Y
5495,Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Hồ Chí Minh,5 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,40 m,4m,10m,2,3,_,5m,Y,Y,Y,Y
5496,Đường Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, Hồ Chí Minh,"3,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,30 m,4m,"7,5m",2,2,_,3m,Y,Y,Y,Y
5497,Đường Thành Mỹ, Phường 8, Quận Tân Bình, Hồ Chí Minh,5 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,46 m,4m,14m,2,3,_,4m,Y,Y,Y,---
5498,Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh,"2,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,32 m,4m,8m,1,2,_,3m,Y,Y,Y,---
5499,Đường Nguyễn Đình Chính, Phường 15, Quận Phú Nhuận, Hồ Chí Minh,5 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,36 m,4m,9m,3,3,_,3m,Y,Y,Y,Y
5500,Đường Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, Hồ Chí Minh,"7,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,45 m,6m,"7,5m",3,6,_,3m,Y,Y,Y,---
5501,Đường Cách Mạng Tháng 8, Phường 14, Quận 10, Hồ Chí Minh,"4,5 tỷ",Cần bán,Nhà mặt tiền,---,Giấy tờ hợp lệ,46 m,"3,8m",12m,3,2,_,4m,---,---,---,---
5502,Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh,6 tỷ,Cần bán,Nhà trong hẻm,---,Giấy tờ hợp lệ,53 m,---,---,4,3,_,5m,---,---,---,---
5503,Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Hồ Chí Minh,"5,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,85 m,"4,2m",20m,1,2,_,3m,Y,Y,Y,---
5504,Đường Đoàn Giỏi, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh,"2,1 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,18 m,4m,"4,5m",2,2,_,3m,Y,Y,Y,---
5505,Đường Đồng Đen, Phường 14, Quận Tân Bình, Hồ Chí Minh,"4,4 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,36 m,"4,2m","8,6m",3,2,_,3m,Y,Y,Y,---
5506,Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh,"6,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,40 m,"4,5m",9m,2,2,_,3m,Y,Y,Y,---
5507,Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh,4 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,64 m,4m,16m,1,4,_,3m,Y,Y,Y,---
5508,Đường Lê Tấn Quốc, Phường 13, Quận Tân Bình, Hồ Chí Minh,11 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,63 m,"5,85m","13,8m",6,6,_,12m,Y,Y,Y,Y
5509,Đường Lê Lâm, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh,11 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,85 m,"4,5m",19m,3,4,_,12m,Y,Y,Y,Y
5510,Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh,"5,2 tỷ",Cần bán,Nhà trong hẻm,---,---,36 m,---,---,5,3,_,4m,---,---,---,---
5511,Đường Âu Cơ, Phường 9, Quận Tân Bình, Hồ Chí Minh,"5,4 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,50 m,"3,6m",14m,2,4,_,3m,Y,Y,Y,---
5512,Đường Bùi Thị Xuân, Phường 2, Quận Tân Bình, Hồ Chí Minh,"2,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,20 m,3m,"6,5m",2,2,_,3m,Y,Y,Y,---
5513,Đường Đất Thánh, Phường 15, Quận 10, Hồ Chí Minh,"4,4 tỷ",Cần bán,Nhà trong hẻm,---,---,27 m,---,---,5,4,_,4m,---,---,---,---
5514,Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Hồ Chí Minh,"5,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,50 m,4m,"12,5m",1,2,_,3m,Y,Y,Y,---
5515,Đường Ngô Quyền, Phường 14, Quận 10, Hồ Chí Minh,"4,1 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,30 m,---,---,3,3,_,4m,---,---,---,---
5516,Đường Lý Thái Tổ, Phường 1, Quận 10, Hồ Chí Minh,"6,5 tỷ",Cần bán,Nhà trong hẻm,---,---,63 m,---,---,4,4,_,4m,---,---,---,---
5517,Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh,"6,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,56 m,4m,14m,2,3,_,6m,Y,Y,Y,Y
5518,Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh,"8,6 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,68 m,"4,8m",14m,2,3,_,5m,Y,Y,Y,Y
5519,Đường Thiên Phước, Phường 9, Quận Tân Bình, Hồ Chí Minh,"3,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,29 m,"2,6m","11,2m",2,3,_,6m,Y,Y,Y,Y
5520,Đường Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh,"4,5 tỷ",Cần bán,Nhà trong hẻm,---,Giấy tờ hợp lệ,38 m,---,---,4,3,_,4m,---,---,---,---
5521,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,35 tỷ,Cần bán,Nhà mặt tiền,---,---,200 m,---,---,2,4,_,35m,---,---,---,---
5522,Đường Bà Hạt, Phường 4, Quận 10, Hồ Chí Minh,4 tỷ,Cần bán,Nhà trong hẻm,---,---,32 m,---,---,3,3,_,4m,---,---,---,---
5523,Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh,"4,6 tỷ",Cần bán,Nhà trong hẻm,---,---,25 m,---,---,4,4,_,3m,---,---,---,---
5524,Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Hồ Chí Minh,"6,3 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,48 m,4m,12m,3,3,_,7m,Y,Y,Y,Y
5525,Đường Trường Chinh, Phường 12, Quận Tân Bình, Hồ Chí Minh,102 triệu / m,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,86 m,"6,5m",---,1,2,_,6m,---,---,---,---
5526,Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh,"2,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,40 m,"4,5m",7m,3,2,_,2m,---,---,---,---
5527,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,29 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,182 m,---,---,1,10,_,14m,---,---,---,---
5528,Đường Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"5,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,64 m,"3,6m",18m,2,3,_,4m,---,---,---,---
5529,Đường Tân Phước, Phường 9, Quận Tân Bình, Hồ Chí Minh,"3,9 tỷ",Cần bán,Nhà trong hẻm,---,---,30 m,---,---,3,2,_,5m,---,---,---,---
5530,Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Hồ Chí Minh,35 tỷ,Cần bán,Nhà mặt tiền,---,---,150 m,---,---,2,4,_,30m,---,---,---,---
5531,Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Hồ Chí Minh,48 tỷ,Cần bán,Nhà mặt tiền,---,---,212 m,---,---,2,2,_,30m,---,---,---,---
5532,Đường Lê Đại Hành, Phường 13, Quận 10, Hồ Chí Minh,"5,5 tỷ",Cần bán,Nhà trong hẻm,---,---,55 m,"3,7m",---,2,2,_,4m,---,---,---,---
5533,Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh,80 triệu / m,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,66 m,4m,"16,5m",5,5,_,3m,Y,Y,Y,Y
5534,Đường 3/2, Phường 8, Quận 10, Hồ Chí Minh,"5,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,45 m,4m,"11,5m",4,3,_,4m,Y,Y,Y,---
5535,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,100 tỷ,Cần bán,Nhà mặt tiền,---,---,500 m,---,---,2,4,_,35m,---,---,---,---
5536,Đường Nhật Tảo, Phường 4, Quận 10, Hồ Chí Minh,"4,35 tỷ",Cần bán,Nhà trong hẻm,---,Giấy tờ hợp lệ,34 m,3m,"11,5m",3,3,_,3m,---,---,---,---
5537,Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Hồ Chí Minh,11 tỷ,Cần bán,Nhà trong hẻm,---,---,88 m,"5,7m",15m,2,8,_,4m,---,---,---,---
5538,Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Hồ Chí Minh,"2,6 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,25 m,"3,5m",7m,3,1,_,"2,3m",---,---,---,---
5539,Đường Nguyễn Khuyến, Phường 12, Quận Bình Thạnh, Hồ Chí Minh,"4,175 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,47 m,---,---,2,2,_,3m,---,---,---,---
5540,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,34 tỷ,Cần bán,Nhà mặt tiền,---,---,152 m,---,---,1,1,_,35m,---,---,---,---
5541,Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh,"14,9 tỷ",Cần bán,Nhà mặt tiền,---,---,350 m,---,---,3,6,_,14m,---,---,---,---
5542,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,30 tỷ,Cần bán,Nhà mặt tiền,---,---,113 m,---,---,3,7,_,35m,---,---,---,---
5543,Đường số 1, Phường Tân Phú, Quận 7, Hồ Chí Minh,"11,7 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,100 m,---,---,---,---,_,12m,---,---,---,---
5544,Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Hồ Chí Minh,25 tỷ,Cần bán,Nhà mặt tiền,---,---,110 m,---,---,2,2,_,35m,---,---,---,---
5545,Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh,"16,3 tỷ",Cần bán,Nhà mặt tiền,---,---,200 m,---,---,2,4,_,20m,---,---,---,---
5546,Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh,45 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,1.000 m,---,---,2,6,_,10m,---,---,---,---
5547,Đường Hóc Hưu, Xã Quy Đức, Huyện Bình Chánh, Hồ Chí Minh,2 tỷ,Cần bán,"Đất nông, lâm nghiệp",---,---,566 m,---,---,1,1,_,10m,---,---,---,---
5548,Đường Tân Mỹ, Phường Tân Phú, Quận 7, Hồ Chí Minh,"10,5 tỷ",Cần bán,Nhà mặt tiền,---,---,55 m,---,---,1,2,_,30m,---,---,---,---
5549,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,31 tỷ,Cần bán,Nhà mặt tiền,---,---,150 m,---,---,1,1,_,35m,---,---,---,---
5550,Đường D1, Phường Tân Phong, Quận 7, Hồ Chí Minh,50 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,420 m,---,---,2,5,_,12m,---,---,---,---
5551,Đường Phan Huy Thực, Phường Tân Kiểng, Quận 7, Hồ Chí Minh,"11,8 tỷ",Cần bán,Nhà mặt tiền,---,---,310 m,---,---,4,5,_,14m,---,---,---,---
5552,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,35 tỷ,Cần bán,"Đất nền, liền kề, đất dự án",---,---,300 m,---,---,---,---,_,35m,---,---,---,---
5553,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,31 tỷ,Cần bán,Nhà mặt tiền,---,---,146 m,---,---,1,1,_,35m,---,---,---,---
5554,Đường Số 32, Phường Tân Phong, Quận 7, Hồ Chí Minh,"10,5 tỷ",Cần bán,Nhà mặt tiền,---,---,270 m,---,---,3,4,_,12m,---,---,---,---
5555,Đường Hóc Hưu, Xã Quy Đức, Huyện Bình Chánh, Hồ Chí Minh,2 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,566 m,---,---,1,1,_,8m,---,---,---,---
5556,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,91 triệu / m,Cần bán,"Đất nền, liền kề, đất dự án",---,---,288 m,---,---,---,---,_,10m,---,---,---,---
5557,Đường Số 41, Phường Tân Quy, Quận 7, Hồ Chí Minh,"12,5 tỷ",Cần bán,Nhà mặt tiền,---,---,105 m,---,---,3,4,_,14m,---,---,---,---
5558,Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh,65 tỷ,Cần bán,Nhà mặt tiền,---,---,1.500 m,---,---,5,78,_,14m,---,---,---,---
5559,Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Hồ Chí Minh,"16,5 tỷ",Cần bán,Nhà mặt tiền,---,---,189 m,---,---,4,6,_,35m,---,---,---,---
5560,Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh,26 tỷ,Cần bán,Nhà mặt tiền,---,---,700 m,---,---,5,30,_,14m,---,---,---,---
5561,Đường Số 30, Phường Tân Phong, Quận 7, Hồ Chí Minh,25 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,300 m,---,---,3,5,_,14m,---,---,---,---
5562,Đường số 68, Phường Tân Phong, Quận 7, Hồ Chí Minh,12 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,108 m,---,---,1,3,_,12m,---,---,---,---
5563,Đường Mai Văn Vĩnh, Phường Tân Quy, Quận 7, Hồ Chí Minh,"11,9 tỷ",Cần bán,Nhà mặt tiền,---,---,55 m,---,---,2,3,_,20m,---,---,---,---
5564,Đường Mai Văn Vĩnh, Phường Tân Quy, Quận 7, Hồ Chí Minh,32 tỷ,Cần bán,Nhà mặt tiền,---,---,192 m,---,---,1,1,_,20m,---,---,---,---
5565,Đường Số 49, Phường Tân Quy, Quận 7, Hồ Chí Minh,"15,5 tỷ",Cần bán,Nhà mặt tiền,---,---,140 m,---,---,2,4,_,14m,---,---,---,---
5566,Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh,79 tỷ,Cần bán,Nhà mặt tiền,---,---,330 m,---,---,5,50,_,35m,---,---,---,---
5567,Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh,32 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,127 m,5m,25m,2,5,_,35m,---,---,---,---
5568,Đường số 1, Phường Tân Phú, Quận 7, Hồ Chí Minh,"11,8 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,100 m,---,---,1,1,_,12m,---,---,---,---
5569,Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh,68 tỷ,Cần bán,Nhà mặt tiền,---,---,1.300 m,---,---,6,25,_,30m,---,---,---,---
5570,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,70 tỷ,Cần bán,Nhà mặt tiền,---,---,1.500 m,---,---,8,37,_,14m,---,---,---,---
5571,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,210 triệu / m,Cần bán,Nhà mặt tiền,---,---,435 m,---,---,1,1,_,35m,---,---,---,---
5572,Đường Số 1, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh,22 tỷ,Cần bán,Nhà mặt tiền,---,---,200 m,---,---,2,4,_,12m,---,---,---,---
5573,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,40 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,298 m,"14,5m","20,5m",5,20,_,14m,---,---,---,---
5574,Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh,250 triệu / m,Cần bán,"Đất nền, liền kề, đất dự án",---,---,600 m,---,---,1,1,_,35m,---,---,---,---
5575,Đường Tân Mỹ, Phường Tân Phú, Quận 7, Hồ Chí Minh,"9,9 tỷ",Cần bán,Nhà mặt tiền,---,---,60 m,---,---,2,2,_,20m,---,---,---,---
5576,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,30 tỷ,Cần bán,Nhà mặt tiền,---,---,192 m,---,---,1,1,_,20m,---,---,---,---
5577,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,40 tỷ,Cần bán,Nhà mặt tiền,---,---,298 m,---,---,5,20,_,14m,---,---,---,---
5578,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,40 tỷ,Cần bán,Nhà mặt tiền,---,---,298 m,---,---,5,20,_,14m,---,---,---,---
5579,Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh,"17,5 tỷ",Cần bán,Nhà mặt tiền,---,---,180 m,---,---,3,4,_,20m,---,---,---,---
5580,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,9 tỷ,Cần bán,Nhà mặt tiền,---,---,120 m,---,---,1,3,_,14m,---,---,---,---
5581,Đường Số 43, Phường Tân Quy, Quận 7, Hồ Chí Minh,"19,5 tỷ",Cần bán,Nhà mặt tiền,---,---,176 m,---,---,2,4,_,14m,---,---,---,---
5582,Đường Số 41, Phường Tân Quy, Quận 7, Hồ Chí Minh,12 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,72 m,---,---,3,4,_,14m,---,---,---,---
5583,Đường Số 81, Phường Tân Quy, Quận 7, Hồ Chí Minh,"16,8 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,230 m,7m,17m,2,4,Nam,14m,---,---,---,---
5584,Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, Hồ Chí Minh,27 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,330 m,---,---,---,---,_,6m,---,---,---,---
5585,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,31 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,250 m,17m,19m,3,5,_,14m,---,---,---,---
5586,Đường Số 3, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh,16 tỷ,Cần bán,Nhà mặt tiền,---,---,378 m,4m,20m,5,6,_,14m,---,---,---,---
5587,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,37 tỷ,Cần bán,Nhà mặt tiền,---,---,130 m,5m,36m,3,4,_,35m,---,---,---,---
5588,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,31 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,236 m,---,---,3,6,_,14m,---,---,---,---
5589,Đường Số 1, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh,24 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,200 m,---,---,2,4,_,12m,---,---,---,---
5590,Đường Số 81, Phường Tân Quy, Quận 7, Hồ Chí Minh,"16,8 tỷ",Cần bán,Nhà mặt tiền,---,---,300 m,7m,17m,2,4,_,14m,---,---,---,---
5591,Đường Số 1, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh,24 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,200 m,---,---,2,4,_,10m,---,---,---,---
5592,Đường Số 83, Phường Tân Quy, Quận 7, Hồ Chí Minh,"8,85 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,78 m,---,---,---,---,_,14m,---,---,---,---
5593,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,31 tỷ,Cần bán,Nhà mặt tiền,---,---,1.000 m,---,---,6,30,_,14m,---,---,---,---
5594,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,18 tỷ,Cần bán,Nhà mặt tiền,---,---,434 m,6m,18m,4,4,_,20m,---,---,---,---
5595,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,"11,5 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,---,120 m,---,---,2,5,_,14m,---,---,---,---
5596,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,180 triệu / m,Cần bán,"Đất nền, liền kề, đất dự án",---,---,235 m,12m,20m,---,---,_,14m,---,---,---,---
5597,Đường số 22, Phường Tân Hưng, Quận 7, Hồ Chí Minh,"16,8 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,---,230 m,7m,17m,2,4,_,14m,---,---,---,---
5598,Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh,79 tỷ,Cần bán,Nhà mặt tiền,---,---,1.000 m,---,---,6,70,_,35m,---,---,---,---
5599,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,"16,3 tỷ",Cần bán,Nhà mặt tiền,---,---,180 m,---,---,2,2,_,20m,---,---,---,---
5600,Đường Số 81, Phường Tân Quy, Quận 7, Hồ Chí Minh,105 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,865 m,---,---,2,4,_,14m,---,---,---,---
5601,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,75 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,422 m,9m,47m,---,---,_,35m,---,---,---,---
5602,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,"38,5 tỷ",Cần bán,Nhà mặt tiền,---,---,130 m,---,---,3,3,_,35m,---,---,---,---
5603,Đường Số 3, Phường Tân Phú, Quận 7, Hồ Chí Minh,"7,6 tỷ",Cần bán,Nhà mặt tiền,---,---,160 m,---,---,3,6,_,6m,---,---,---,---
5604,Đường Số 43, Phường Tân Quy, Quận 7, Hồ Chí Minh,20 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,192 m,---,---,1,2,_,14m,---,---,---,---
5605,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,33 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,200 m,---,---,---,---,_,14m,---,---,---,---
5606,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,"17,5 tỷ",Cần bán,Nhà mặt tiền,---,---,86 m,---,---,4,16,_,14m,---,---,---,---
5607,Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh,77 tỷ,Cần bán,Nhà mặt tiền,---,---,246 m,---,---,3,6,_,35m,---,---,---,---
5608,Đường Số 85, Phường Tân Quy, Quận 7, Hồ Chí Minh,24 tỷ,Cần bán,"Đất thổ cư, đất ở",---,---,162 m,---,---,---,---,_,14m,---,---,---,---
5609,Đường Số 3, Phường Tân Phong, Quận 7, Hồ Chí Minh,"18,2 tỷ",Cần bán,Nhà mặt tiền,---,---,450 m,---,---,5,6,_,14m,---,---,---,---
5610,Đường Số 41, Phường Tân Phong, Quận 7, Hồ Chí Minh,"13,5 tỷ",Cần bán,"Đất nền, liền kề, đất dự án",---,---,72 m,---,---,---,---,_,25m,---,---,---,---
5611,Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh,33 tỷ,Cần bán,Nhà mặt tiền,---,---,200 m,---,---,2,2,_,14m,---,---,---,---
5612,Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh,16 tỷ,Cần bán,Nhà mặt tiền,---,---,134 m,---,---,1,1,_,20m,---,---,---,---
5613,Đường số 1, Phường Tân Phú, Quận 7, Hồ Chí Minh,"24,3 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,200 m,---,---,---,---,_,14m,---,---,---,---
5614,Đường Số 65, Phường Tân Phong, Quận 7, Hồ Chí Minh,70 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,566 m,---,---,3,10,_,12m,---,---,---,---
5615,Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, Hồ Chí Minh,25 tỷ,Cần bán,Nhà mặt tiền,---,---,155 m,---,---,2,5,_,20m,---,---,---,---
5616,Đường Số 65, Phường Tân Quy, Quận 7, Hồ Chí Minh,"11,2 tỷ",Cần bán,Nhà mặt tiền,---,---,67 m,---,---,3,5,_,14m,---,---,---,---
5617,Đường số 75, Phường Tân Phong, Quận 7, Hồ Chí Minh,21 tỷ,Cần bán,Nhà mặt tiền,---,---,380 m,---,---,3,4,_,14m,---,---,---,---
5618,Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh,12 tỷ,Cần bán,Nhà mặt tiền,---,---,93 m,---,---,1,2,_,30m,---,---,---,---
5619,Đường Số 3, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh,16 tỷ,Cần bán,Nhà mặt tiền,---,---,378 m,---,---,5,6,_,12m,---,---,---,---
